"title","rating","duration","certificate","release_date","review_date","reviewer","url","release_year","release_month","sentiment","p_positive","p_negative"
"The Grotesque",3,98,"18","1996-06-14","2000-01-01 09:00:00","Bob Mccabe"," https://www.empireonline.com/movies/grotesque/review/",1996,6,"neg",0.41,0.58
"The Harvest",3,97,"18","1996-02-16","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/harvest/review/",1996,2,"neg",0.37,0.62
"The Hot Spot",2,130,"18","1991-01-16","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/hot-spot/review/",1991,1,"pos",0.58,0.41
"The Indian In The Cupboard",2,96,"PG","1995-12-26","2000-01-01 09:00:00","Bob Mccabe"," https://www.empireonline.com/movies/indian-cupboard/review/",1995,12,"pos",0.56,0.43
"The Indian Runner",2,135,"15","1991-10-09","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/indian-runner/review/",1991,10,"neg",0.47,0.52
"The Inner Circle",3,137,"15","1992-03-11","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/inner-circle/review/",1992,3,"pos",0.79,0.2
"The Innocent Sleep",2,99,"15","1996-01-26","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/innocent-sleep/review/",1996,1,"neg",0.49,0.5
"The Jackal",3,125,"18","1998-01-09","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/jackal/review/",1998,1,"neg",0.29,0.7
"The Jetsons: The Movie",2,82,"U","1990-07-06","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/jetsons-movie/review/",1990,7,"neg",0.23,0.76
"The Juror",2,116,"18","1996-06-14","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/juror/review/",1996,6,"pos",0.75,0.24
"The Kingdom",4,280,"18","1996-01-05","2000-01-01 09:00:00","Louise Brealey"," https://www.empireonline.com/movies/kingdom/review/",1996,1,"pos",0.71,0.28
"The Last Time I Committed Suicide",4,93,"15","1998-06-12","2000-01-01 09:00:00","Adam Smith"," https://www.empireonline.com/movies/last-time-committed-suicide/review/",1998,6,"pos",0.63,0.36
"Jurassic Park: The Lost World",4,134,"PG","1997-07-18","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/jurassic-park-lost-world/review/",1997,7,"pos",0.71,0.28
"The Madness Of King George",4,110,"PG","1995-03-24","2000-01-01 09:00:00","Clark Collis"," https://www.empireonline.com/movies/madness-king-george/review/",1995,3,"pos",0.75,0.24
"The Mambo Kings",3,111,"15","1992-05-27","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/mambo-kings/review/",1992,5,"pos",0.7,0.29
"The Man By The Shore",4,105,"15","1993-08-25","2000-01-01 09:00:00","Caroline Rees"," https://www.empireonline.com/movies/man-shore/review/",1993,8,"pos",0.53,0.46
"The NeverEnding Story III",2,95,"U","1994-12-16","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/neverending-story-iii/review/",1994,12,"neg",0.24,0.75
"The Phantom",3,92,"12","1997-02-21","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/phantom/review/",1997,2,"pos",0.64,0.35
"The Pope Must Die",1,97,"15","1992-06-11","2000-01-01 09:00:00","Miranda Sawyer"," https://www.empireonline.com/movies/pope-must-die/review/",1992,6,"neg",0.25,0.74
"The Preacher's Wife",2,124,"U","1997-01-17","2000-01-01 09:00:00","Deborah Brown"," https://www.empireonline.com/movies/preacher-wife/review/",1997,1,"pos",0.68,0.31
"The Real Howard Spitz",3,90,"PG","1998-08-28","2000-01-01 09:00:00","Nick Griffiths"," https://www.empireonline.com/movies/real-howard-spitz/review/",1998,8,"pos",0.67,0.32
"The Red Squirrel",4,65,"15","1994-02-16","2000-01-01 09:00:00","Yvette Huddleston"," https://www.empireonline.com/movies/red-squirrel/review/",1994,2,"pos",0.79,0.2
"The Reflecting Skin",2,95,"15","1990-11-28","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/reflecting-skin/review/",1990,11,"pos",0.67,0.32
"The Road Home",2,116,"15","1990-03-01","2000-01-01 09:00:00","Tom Tunney"," https://www.empireonline.com/movies/road-home/review/",1990,3,"neg",0.46,0.53
"The Rookie",1,121,"18","1991-06-26","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/rookie/review/",1991,6,"pos",0.6,0.39
"The Run of The Country",3,109,"12","1996-01-12","2000-01-01 09:00:00","Paul Merrill"," https://www.empireonline.com/movies/run-country/review/",1996,1,"pos",0.56,0.43
"The Russia House",2,117,"15","1991-03-20","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/russia-house/review/",1991,3,"pos",0.94,0.05
"The Saint",3,90,"12","1997-04-18","2000-01-01 09:00:00","Darren Bignell"," https://www.empireonline.com/movies/saint/review/",1997,4,"pos",0.65,0.34
"The Santa Clause",2,98,"PG","1995-12-08","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/santa-clause/review/",1995,12,"pos",0.52,0.47
"The Scarlet Letter",2,135,"15","1995-11-17","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/scarlet-letter/review/",1995,11,"pos",0.82,0.17
"The Secret Agent",2,91,"12","1997-06-20","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/secret-agent/review/",1997,6,"pos",0.5,0.49
"The Shooter",2,104,"18","1995-12-15","2000-01-01 09:00:00","Clark Collis"," https://www.empireonline.com/movies/shooter/review/",1995,12,"pos",0.5,0.49
"The Slingshot",4,103,"15","1993-12-04","2000-01-01 09:00:00","Heidi Rice"," https://www.empireonline.com/movies/slingshot/review/",1993,12,"pos",0.5,0.49
"The Spitfire Grill",3,116,"12","1997-05-30","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/spitfire-grill/review/",1997,5,"pos",0.5,0.49
"The Square Circle",3,103,"12","1997-07-09","2000-01-01 09:00:00","Jessica Mellor"," https://www.empireonline.com/movies/square-circle/review/",1997,7,"pos",0.71,0.28
"The Steal",1,91,"PG","1994-01-01","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/steal/review/",1994,1,"neg",0.46,0.53
"The Substitute",2,114,"18","1996-07-12","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/substitute/review/",1996,7,"pos",0.55,0.44
"The Sweet Hereafter",5,110,"15","1997-09-26","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/sweet-hereafter/review/",1997,9,"pos",0.86,0.13
"The Thief",4,97,"15","1998-07-17","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/thief/review/",1998,7,"neg",0.4,0.59
"The Tit And The Moon",4,85,"18","1996-07-12","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/tit-moon/review/",1996,7,"pos",0.52,0.47
"The White Balloon",4,55,"U","1995-12-29","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/white-balloon/review/",1995,12,"neg",0.42,0.57
"This Is The Sea",3,11,"15","1998-02-28","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/sea/review/",1998,2,"pos",0.52,0.47
"'Til There Was You",1,15,"12","1997-07-19","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/til/review/",1997,7,"neg",0.46,0.53
"Till There Was You",1,65,"PG","1991-07-18","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/till/review/",1991,7,"pos",0.53,0.46
"To Have And To Hold",4,2,"18","1998-08-07","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/hold/review/",1998,8,"neg",0.47,0.52
"To Live",4,26,"12","1994-11-25","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/live/review/",1994,11,"pos",0.5,0.49
"Tommy Boy",2,67,"PG","1995-07-07","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/tommy-boy/review/",1995,7,"neg",0.47,0.52
"Tomorrow Never Dies",4,20,"12","1997-12-12","2000-01-01 09:00:00","Andrew Collins"," https://www.empireonline.com/movies/tomorrow-never-dies/review/",1997,12,"pos",0.62,0.37
"Toto The Hero",4,60,"15","1991-06-19","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/toto-hero/review/",1991,6,"neg",0.25,0.74
"Toy Story",5,52,"PG","1996-03-22","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/toy-story/review/",1996,3,"pos",0.68,0.31
"Traveller",2,2,"18","1998-02-06","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/traveller/review/",1998,2,"neg",0.24,0.75
"Trust",4,8,"15","1991-11-22","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/trust/review/",1991,11,"neg",0.42,0.57
"Twin Town",4,65,"18","1997-04-11","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/twin-town/review/",1997,4,"pos",0.5,0.49
"Two Deaths",3,66,"18","1996-06-14","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/two-deaths/review/",1996,6,"neg",0.45,0.54
"Unforgettable",3,12,"15","1997-07-11","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/unforgettable/review/",1997,7,"pos",0.77,0.22
"Unhook The Stars",3,6,"15","1997-07-04","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/unhook-stars/review/",1997,7,"neg",0.49,0.5
"US Marshals",2,30,"12","1998-04-24","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/us-marshals/review/",1998,4,"neg",0.31,0.68
"Vertigo",5,28,"PG","1997-04-25","2000-01-01 09:00:00","Jake Hamilton"," https://www.empireonline.com/movies/vertigo/review/",1997,4,"pos",0.64,0.35
"Waiting To Exhale",3,32,"15","1996-02-01","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/waiting-exhale/review/",1996,2,"neg",0.14,0.85
"Waterworld",3,32,"12","1995-08-11","2000-01-01 09:00:00","Jeff Dawson"," https://www.empireonline.com/movies/waterworld/review/",1995,8,"pos",0.59,0.4
"Wilde",3,16,"15","1997-10-17","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/wilde/review/",1997,10,"pos",0.58,0.41
"Wishmaster",1,60,"18","1998-05-29","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/wishmaster/review/",1998,5,"pos",0.5,0.5
"Woo",2,55,"15","1998-09-25","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/woo/review/",1998,9,"neg",0.32,0.66
"Wyatt Earp",3,45,"12","1994-08-31","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/wyatt-earp/review/",1994,8,"neg",0.15,0.84
"Your Beating Heart",3,2,"15","1991-05-29","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/beating-heart/review/",1991,5,"pos",0.67,0.32
"Your Friends And Neighbours",4,69,"18","1999-02-12","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/friends-neighbours/review/",1999,2,"pos",0.82,0.17
"Zero Effect",4,7,"15","1998-08-07","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/zero-effect/review/",1998,8,"neg",0.26,0.73
"Practical Magic",2,9,"12","1999-01-22","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/practical-magic/review/",1999,1,"pos",0.77,0.22
"What Dreams May Come",3,14,"15","1998-12-26","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/dreams-may-come/review/",1998,12,"pos",0.62,0.37
"The Acid House",2,13,"18","1999-01-01","2000-01-01 09:00:00","Jake Hamilton"," https://www.empireonline.com/movies/acid-house/review/",1999,1,"neg",0.45,0.54
"Living Out Loud",4,63,"15","1999-01-22","2000-01-01 09:00:00","Bob Mccabe"," https://www.empireonline.com/movies/living-loud/review/",1999,1,"neg",0.37,0.62
"Hilary And Jackie",3,22,"15","1999-01-22","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/hilary-jackie/review/",1999,1,"pos",0.92,0.07
"Bulworth",4,10,"18","1999-01-22","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/bulworth/review/",1999,1,"pos",0.64,0.35
"Little Voice",4,66,"15","1999-01-08","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/little-voice/review/",1999,1,"pos",0.58,0.41
"Very Bad Things",3,2,"18","1999-01-29","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/bad-things/review/",1999,1,"neg",0.39,0.6
"Psycho (1999)",2,11,"18","1999-01-08","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/psycho-1999/review/",1999,1,"neg",0.48,0.51
"Pi",3,55,"15","1999-01-08","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/pi/review/",1999,1,"pos",0.5,0.5
"Insomnia",3,67,"15","1998-11-13","2000-01-01 09:00:00","Ali Catterall"," https://www.empireonline.com/movies/insomnia/review/",1998,11,"neg",0.18,0.81
"The Imposters",3,2,"15","1998-12-11","2000-01-01 09:00:00","Bob Mccabe"," https://www.empireonline.com/movies/imposters/review/",1998,12,"pos",0.5,0.49
"Character",4,26,"15","1998-10-18","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/character/review/",1998,10,"pos",0.5,0.49
"Secret Defense",3,42,"PG","1998-09-25","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/secret-defense/review/",1998,9,"pos",0.58,0.41
"Snake Eyes",3,10,"15","1998-11-06","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/snake-eyes/review/",1998,11,"neg",0.28,0.71
"Rounders",2,19,"15","1998-11-20","2000-01-01 09:00:00","Adam Smith"," https://www.empireonline.com/movies/rounders/review/",1998,11,"pos",0.87,0.12
"Blade",3,21,"18","1998-11-13","2000-01-01 09:00:00","Darren Bignell"," https://www.empireonline.com/movies/blade/review/",1998,11,"pos",0.51,0.48
"Antz",4,53,"PG","1998-11-06","2000-01-01 09:00:00","Colin Kennedy"," https://www.empireonline.com/movies/antz/review/",1998,11,"pos",0.7,0.29
"The Players Club",3,5,"18","1998-11-06","2000-01-01 09:00:00","Nick Griffiths"," https://www.empireonline.com/movies/players-club/review/",1998,11,"neg",0.42,0.57
"Dead Man's Curve",4,56,"15","1998-11-20","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/dead-man-curve/review/",1998,11,"neg",0.21,0.78
"Left Luggage",3,61,"PG","1998-01-01","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/left-luggage/review/",1998,1,"neg",0.22,0.77
"Slums Of Beverly Hills",4,63,"15","1998-11-27","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/slums-beverly-hills/review/",1998,11,"pos",0.71,0.28
"Victory",2,68,"15","1998-11-27","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/victory/review/",1998,11,"pos",0.61,0.38
"Fire",3,6,"15","1998-11-13","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/fire/review/",1998,11,"pos",0.53,0.46
"The Philadelphia Story",4,4,"U","1998-11-27","2000-01-01 09:00:00","Jake Hamilton"," https://www.empireonline.com/movies/philadelphia-story/review/",1998,11,"neg",0.48,0.51
"Angel Sharks",2,63,"15","1998-11-20","2000-01-01 09:00:00","Jessica Mellor"," https://www.empireonline.com/movies/angel-sharks/review/",1998,11,"neg",0.33,0.66
"The Leading Man",3,69,"15","1997-09-12","2000-01-01 09:00:00","Darren Bignell"," https://www.empireonline.com/movies/leading-man/review/",1997,9,"pos",0.57,0.42
"Nine Months",3,2,"12","1995-10-20","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/nine-months/review/",1995,10,"neg",0.47,0.52
"Pocahontas",3,51,"U","1995-10-06","2000-01-01 09:00:00","David Hepworth"," https://www.empireonline.com/movies/pocahontas/review/",1995,10,"pos",0.56,0.43
"The Net",3,15,"12","1995-10-06","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/net/review/",1995,10,"pos",0.58,0.41
"Mortal Kombat",3,3,"15","1995-01-01","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/mortal-kombat/review/",1995,1,"neg",0.13,0.86
"Emma",4,21,"U","1996-09-13","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/emma/review/",1996,9,"pos",0.53,0.46
"Multiplicity",4,18,"12","1996-09-27","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/multiplicity/review/",1996,9,"pos",0.83,0.16
"Diabolique",2,9,"18","1996-09-06","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/diabolique/review/",1996,9,"neg",0.12,0.87
"Don't Forget You're Going To Die",4,19,"18","1996-09-27","2000-01-01 09:00:00","Jake Hamilton"," https://www.empireonline.com/movies/forget-re-going-die/review/",1996,9,"neg",0.46,0.53
"Le Mepris",4,5,"15","1996-09-27","2000-01-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/le-mepris/review/",1996,9,"pos",0.5,0.5
"The Promise",2,16,"15","1996-09-06","2000-01-01 09:00:00","Leah Jewett"," https://www.empireonline.com/movies/promise/review/",1996,9,"neg",0.35,0.64
"Independence Day",4,37,"PG","1996-08-09","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/independence-day/review/",1996,8,"pos",0.56,0.43
"Stealing Beauty",4,19,"18","1996-08-23","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/stealing-beauty/review/",1996,8,"pos",0.66,0.33
"Last Dance",1,7,"18","1996-08-09","2000-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/last-dance/review/",1996,8,"pos",0.59,0.4
"The Crossing Guard",2,16,"15","1996-08-16","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/crossing-guard/review/",1996,8,"pos",0.64,0.35
"The Stupids",1,62,"PG","1996-08-09","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/stupids/review/",1996,8,"neg",0.16,0.83
"August",2,63,"PG","1996-08-09","2000-01-01 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/august/review/",1996,8,"pos",0.51,0.48
"The Adventures of Captain Zoom in Outer Space",2,57,"PG","1995-01-01","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/adventures-captain-zoom-outer-space/review/",1995,1,"pos",0.69,0.3
"Factotum",4,63,"15","2005-11-18","2000-01-01 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/factotum/review/",2005,11,"pos",0.5,0.5
"Dreamer",3,7,"U","2005-10-21","2000-01-01 09:00:00","Jo Berry"," https://www.empireonline.com/movies/dreamer/review/",2005,10,"neg",0.16,0.83
"Saw II",3,62,"18","2005-10-28","2000-01-01 09:00:00","Alan Morrison"," https://www.empireonline.com/movies/saw-ii/review/",2005,10,"neg",0.44,0.55
"13 Conversations About One Thing",2,6,"15","2001-01-01","2000-01-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/13-conversations-one-thing/review/",2001,1,"pos",0.5,0.49
"40 Days and 40 Nights",2,65,"15","2002-01-01","2000-01-01 09:00:00","Mark Dinning"," https://www.empireonline.com/movies/40-days-40-nights/review/",2002,1,"pos",0.62,0.37
"TekWar",2,67,"12","1994-01-01","2000-01-01 09:00:00","William Thomas"," https://www.empireonline.com/movies/tekwar/review/",1994,1,"pos",0.5,0.5
"Welcome II the Terrordome",1,60,"18","1995-01-01","2000-01-01 09:00:00","Steve Beard"," https://www.empireonline.com/movies/welcome-ii-terrordome/review/",1995,1,"pos",0.53,0.46
